loan_id,application_date,branch,sector,employment_type,loan_amount,tenure_months,interest_rate,annual_income,credit_score,has_collateral,previous_loans,days_past_due_history,recovery_agent_assigned,defaulted
NL206768,2024-02-11,Kathmandu-02,Manufacturing,Salaried,93000.0,18,10.22,567000.0,711.0,Yes,2,2,No,0
NL206769,2024-02-11,Biratnagar-04,Construction,Salaried,157000.0,36,9.52,424000.0,758.0,Yes,2,7,No,0
NL206770,2024-02-11,Dharan-02,Service,Salaried,352000.0,12,11.28,440000.0,657.0,Yes,0,23,No,0
NL206771,2024-02-11,Birgunj-01,Service,Informal,172000.0,36,11.93,361000.0,542.0,Yes,1,17,No,0
NL206772,2024-02-11,Nepalgunj-03,Trade,Salaried,555000.0,12,12.14,992000.0,566.0,Yes,4,47,Yes,0
NL206773,2024-02-11,Nepalgunj-04,Service,Business Owner,261000.0,6,14.6,120000.0,543.0,No,1,24,Yes,1
NL206774,2024-02-11,Pokhara-02,Manufacturing,Salaried,576000.0,12,11.54,242000.0,640.0,Yes,1,1,No,0
NL206775,2024-02-11,Nepalgunj-01,Service,Self-Employed,246000.0,18,11.09,961000.0,715.0,No,1,10,No,0
NL206776,2024-02-12,Bhaktapur-02,Trade,Salaried,446000.0,36,10.41,1007000.0,686.0,Yes,2,3,No,0
NL206777,2024-02-12,Bhaktapur-02,Trade,Business Owner,145000.0,24,12.48,1456000.0,,No,0,26,No,0
NL206778,2024-02-12,Janakpur-04,Trade,Business Owner,1268000.0,24,14.17,591000.0,507.0,No,1,9,No,1
NL206779,2024-02-12,Kathmandu-01,Service,Salaried,83000.0,48,10.79,659000.0,802.0,No,3,10,No,0
NL206780,2024-02-12,Pokhara-03,Manufacturing,Salaried,174000.0,24,11.73,154000.0,623.0,No,1,5,No,0
NL206781,2024-02-12,Butwal-02,Tourism,Self-Employed,102000.0,24,13.77,490000.0,604.0,No,1,49,No,0
NL206782,2024-02-12,Biratnagar-01,Trade,Self-Employed,540000.0,24,10.46,692000.0,662.0,Yes,2,5,No,0
NL206783,2024-02-12,Nepalgunj-02,Trade,Business Owner,445000.0,60,12.69,361000.0,482.0,Yes,4,4,No,0
NL206784,2024-02-12,Bhaktapur-03,Trade,Self-Employed,119000.0,12,10.89,462000.0,634.0,Yes,3,3,No,0
NL206785,2024-02-12,Birgunj-03,Trade,Informal,626000.0,12,11.65,1050000.0,620.0,Yes,2,35,No,0
NL206786,2024-02-12,Lalitpur-02,Manufacturing,Salaried,176000.0,24,13.5,1206000.0,624.0,No,3,8,No,0
NL206787,2024-02-12,Bhaktapur-01,Trade,Informal,397000.0,36,10.88,,756.0,No,1,6,No,0
NL206788,2024-02-12,Lalitpur-03,Tourism,Informal,473000.0,6,14.38,474000.0,521.0,No,3,24,No,0
NL206789,2024-02-12,Dharan-02,Construction,Self-Employed,247000.0,36,11.31,768000.0,636.0,Yes,1,16,Yes,1
NL206790,2024-02-12,Bhaktapur-01,Service,Informal,587000.0,18,12.01,389000.0,581.0,Yes,1,10,No,0
NL206791,2024-02-12,Butwal-03,Construction,Self-Employed,266000.0,36,12.18,934000.0,620.0,No,0,7,No,0
NL206792,2024-02-13,Pokhara-02,Manufacturing,Business Owner,382000.0,12,11.2,353000.0,719.0,No,2,7,No,0
NL206793,2024-02-13,Birgunj-03,Tourism,Salaried,241000.0,48,10.92,778000.0,628.0,Yes,1,11,No,0
NL206794,2024-02-13,Nepalgunj-03,Trade,Salaried,73000.0,18,12.81,483000.0,614.0,No,1,6,No,0
NL206795,2024-02-13,Nepalgunj-03,Tourism,Self-Employed,270000.0,12,15.57,333000.0,417.0,No,3,2,No,0
NL206796,2024-02-13,Kathmandu-01,Trade,Informal,154000.0,6,10.71,,715.0,No,2,3,No,0
NL206797,2024-02-13,Dharan-04,Service,Informal,843000.0,18,15.07,383000.0,486.0,No,4,14,Yes,1
NL206798,2024-02-13,Janakpur-03,Construction,Self-Employed,107000.0,18,11.96,906000.0,595.0,Yes,3,13,No,0
NL206799,2024-02-13,Butwal-03,Service,Informal,743000.0,6,12.04,264000.0,559.0,Yes,0,3,No,0
NL206800,2024-02-13,Lalitpur-04,Trade,Business Owner,259000.0,24,14.95,562000.0,423.0,Yes,0,7,No,0
NL206801,2024-02-13,Butwal-03,Trade,Business Owner,402000.0,24,12.0,311000.0,,No,0,10,Yes,1
NL206802,2024-02-13,Butwal-02,Trade,Salaried,105000.0,24,11.96,1030000.0,600.0,Yes,2,5,No,0
NL206803,2024-02-14,Butwal-03,Service,Self-Employed,235000.0,12,9.78,762000.0,689.0,Yes,0,1,No,0
NL206804,2024-02-14,Biratnagar-02,Service,Self-Employed,180000.0,18,9.99,476000.0,692.0,Yes,2,2,No,0
NL206805,2024-02-14,Birgunj-02,Service,Business Owner,1436000.0,60,11.4,484000.0,698.0,No,1,2,No,0
NL206806,2024-02-14,Butwal-03,Agriculture,Self-Employed,177000.0,18,10.69,,688.0,Yes,1,41,No,0
NL206807,2024-02-14,Biratnagar-03,Trade,Business Owner,704000.0,36,10.12,783000.0,687.0,Yes,2,12,No,0
NL206808,2024-02-14,Dharan-03,Construction,Informal,712000.0,12,11.1,,731.0,Yes,3,42,No,0
NL206809,2024-02-14,Dharan-01,Manufacturing,Self-Employed,697000.0,12,12.35,873000.0,674.0,No,1,22,No,0
NL206810,2024-02-14,Pokhara-01,Agriculture,Business Owner,190000.0,60,10.76,345000.0,660.0,Yes,2,10,No,0
NL206811,2024-02-14,Butwal-01,Agriculture,Self-Employed,1148000.0,36,10.48,538000.0,624.0,Yes,3,1,No,0
NL206812,2024-02-14,Dharan-03,Construction,Self-Employed,1341000.0,36,11.05,133000.0,664.0,Yes,2,4,No,0
NL206813,2024-02-14,Biratnagar-04,Trade,Self-Employed,391000.0,24,9.16,810000.0,689.0,Yes,1,0,No,0
NL206814,2024-02-14,Dharan-01,Manufacturing,Informal,209000.0,36,10.31,,,Yes,0,7,No,0
NL206815,2024-02-14,Lalitpur-02,Construction,Business Owner,156000.0,48,11.97,430000.0,623.0,Yes,0,10,No,0
NL206816,2024-02-14,Pokhara-04,Agriculture,Business Owner,422000.0,12,9.65,206000.0,842.0,Yes,1,3,No,0
NL206817,2024-02-14,Dharan-01,Trade,Salaried,311000.0,12,10.26,547000.0,785.0,Yes,2,3,No,0
NL206818,2024-02-14,Nepalgunj-04,Manufacturing,Self-Employed,340000.0,48,12.76,511000.0,562.0,No,0,8,No,0
NL206819,2024-02-14,Butwal-02,Agriculture,Informal,108000.0,12,10.93,222000.0,639.0,Yes,3,13,No,0
NL206820,2024-02-15,Butwal-03,Trade,Informal,304000.0,18,11.63,499000.0,793.0,No,1,12,No,0
NL206821,2024-02-15,Pokhara-02,Manufacturing,Informal,699000.0,12,13.63,415000.0,556.0,No,1,19,No,0
NL206822,2024-02-15,Dharan-01,Construction,Business Owner,547000.0,24,13.01,1044000.0,523.0,No,2,17,No,0
NL206823,2024-02-15,Pokhara-03,Service,Business Owner,217000.0,24,9.82,315000.0,850.0,Yes,4,6,No,0
NL206824,2024-02-15,Kathmandu-03,Trade,Salaried,273000.0,12,10.89,658000.0,594.0,Yes,3,3,No,1
NL206825,2024-02-15,Bhaktapur-02,Service,Business Owner,99000.0,12,15.03,196000.0,,No,4,5,No,0
NL206826,2024-02-15,Butwal-01,Manufacturing,Self-Employed,180000.0,24,13.49,514000.0,562.0,No,1,35,No,0
NL206827,2024-02-15,Janakpur-03,Service,Informal,230000.0,24,10.6,610000.0,599.0,Yes,1,14,No,0
NL206828,2024-02-15,Biratnagar-04,Manufacturing,Salaried,477000.0,36,9.68,629000.0,717.0,Yes,1,7,No,0
NL206829,2024-02-15,Nepalgunj-03,Service,Informal,175000.0,36,10.53,454000.0,643.0,Yes,0,12,No,0
NL206830,2024-02-15,Dharan-04,Construction,Self-Employed,136000.0,12,13.22,1431000.0,506.0,Yes,1,8,No,0
NL206831,2024-02-15,Birgunj-03,Agriculture,Salaried,523000.0,24,16.46,391000.0,361.0,No,4,23,No,0
NL206832,2024-02-15,Nepalgunj-01,Agriculture,Self-Employed,216000.0,36,11.58,659000.0,686.0,No,0,14,No,0
NL206833,2024-02-15,Biratnagar-01,Service,Business Owner,158000.0,24,12.27,402000.0,646.0,No,0,8,No,0
NL206834,2024-02-16,Biratnagar-02,Trade,Business Owner,545000.0,36,12.42,291000.0,754.0,No,2,45,No,0
NL206835,2024-02-16,Dharan-02,Agriculture,Business Owner,418000.0,60,12.01,234000.0,579.0,Yes,2,5,No,0
NL206836,2024-02-16,Butwal-02,Trade,Self-Employed,254000.0,18,12.6,277000.0,614.0,No,1,0,No,0
NL206837,2024-02-16,Birgunj-02,Service,Salaried,228000.0,12,11.74,711000.0,588.0,Yes,3,9,No,0
NL206838,2024-02-16,Biratnagar-02,Trade,Informal,394000.0,12,12.69,,581.0,No,1,11,Yes,1
NL206839,2024-02-16,Janakpur-04,Service,Informal,444000.0,12,11.96,710000.0,676.0,No,1,19,No,0
NL206840,2024-02-16,Kathmandu-03,Manufacturing,Business Owner,347000.0,36,11.93,397000.0,596.0,Yes,0,18,No,0
NL206841,2024-02-16,Kathmandu-03,Service,Salaried,325000.0,12,14.59,331000.0,479.0,No,4,2,Yes,1
NL206842,2024-02-16,Biratnagar-04,Service,Business Owner,188000.0,60,9.94,541000.0,764.0,Yes,0,4,No,0
NL206843,2024-02-16,Kathmandu-02,Trade,Salaried,197000.0,36,11.95,256000.0,660.0,No,1,26,No,0
NL206844,2024-02-16,Pokhara-02,Trade,Informal,261000.0,60,11.06,,,No,0,20,No,0
NL206845,2024-02-16,Birgunj-03,Service,Salaried,144000.0,24,10.72,615000.0,764.0,Yes,2,50,No,0
NL206846,2024-02-16,Biratnagar-01,Construction,Salaried,132000.0,12,12.06,268000.0,620.0,No,0,10,No,0
NL206847,2024-02-16,Bhaktapur-01,Construction,Salaried,277000.0,12,12.95,1233000.0,620.0,No,2,6,No,0
NL206848,2024-02-16,Bhaktapur-04,Tourism,Business Owner,623000.0,36,13.05,231000.0,537.0,Yes,2,26,Yes,1
NL206849,2024-02-16,Butwal-01,Trade,Business Owner,63000.0,6,8.67,505000.0,721.0,Yes,1,2,No,0
NL206850,2024-02-16,Janakpur-03,Trade,Business Owner,221000.0,48,14.97,820000.0,492.0,No,1,5,No,0
NL206851,2024-02-16,Dharan-04,Service,Self-Employed,364000.0,6,12.29,771000.0,659.0,No,3,1,No,0
NL206852,2024-02-16,Birgunj-02,Manufacturing,Informal,663000.0,24,10.16,,689.0,Yes,0,10,No,0
NL206853,2024-02-16,Lalitpur-02,Agriculture,Self-Employed,1144000.0,18,12.91,,514.0,Yes,1,12,No,0
NL206854,2024-02-16,Bhaktapur-02,Agriculture,Salaried,244000.0,24,10.5,270000.0,757.0,Yes,3,3,No,0
NL206855,2024-02-16,Biratnagar-02,Service,Business Owner,1302000.0,36,14.71,560000.0,451.0,Yes,3,15,No,0
NL206856,2024-02-17,Bhaktapur-02,Manufacturing,Self-Employed,417000.0,12,13.55,813000.0,514.0,No,3,19,Yes,1
NL206857,2024-02-17,Butwal-04,Tourism,Self-Employed,546000.0,48,12.43,150000.0,637.0,No,1,4,No,0
NL206858,2024-02-17,Pokhara-03,Trade,Self-Employed,133000.0,24,10.46,690000.0,708.0,Yes,1,2,No,0
NL206859,2024-02-17,Nepalgunj-02,Agriculture,Business Owner,417000.0,18,12.7,360000.0,510.0,Yes,1,2,No,0
NL206860,2024-02-17,Bhaktapur-03,Agriculture,Salaried,583000.0,60,9.55,462000.0,709.0,Yes,0,3,No,0
NL206861,2024-02-17,Biratnagar-04,Trade,Self-Employed,177000.0,36,11.44,253000.0,718.0,No,2,9,No,0
NL206862,2024-02-17,Dharan-01,Construction,Self-Employed,50000.0,12,13.57,333000.0,602.0,No,1,5,No,0
NL206863,2024-02-17,Bhaktapur-01,Construction,Business Owner,332000.0,12,11.92,1682000.0,,Yes,3,37,No,0
NL206864,2024-02-17,Dharan-03,Agriculture,Salaried,252000.0,48,11.81,396000.0,,No,0,28,No,0
NL206865,2024-02-17,Birgunj-04,Trade,Salaried,813000.0,24,11.25,486000.0,785.0,No,2,18,No,0
NL206866,2024-02-17,Butwal-02,Trade,Salaried,198000.0,24,12.4,277000.0,,Yes,0,44,No,0
NL206867,2024-02-17,Biratnagar-03,Manufacturing,Self-Employed,175000.0,12,13.34,2425000.0,561.0,No,0,8,No,0
NL206868,2024-02-17,Janakpur-02,Trade,Salaried,123000.0,24,12.31,653000.0,625.0,No,2,14,No,0
NL206869,2024-02-17,Dharan-03,Trade,Business Owner,185000.0,18,13.35,482000.0,537.0,No,1,2,No,0
NL206870,2024-02-18,Lalitpur-04,Service,Salaried,2192000.0,12,11.73,865000.0,759.0,No,1,25,No,0
NL206871,2024-02-18,Birgunj-03,Trade,Self-Employed,90000.0,18,10.86,609000.0,686.0,No,2,15,No,0
NL206872,2024-02-18,Janakpur-01,Agriculture,Self-Employed,109000.0,6,11.26,439000.0,640.0,Yes,4,1,No,0
NL206873,2024-02-18,Bhaktapur-04,Service,Self-Employed,285000.0,24,9.84,452000.0,746.0,Yes,0,10,No,0
NL206874,2024-02-18,Birgunj-02,Trade,Business Owner,1304000.0,24,11.27,188000.0,713.0,No,1,3,No,0
NL206875,2024-02-18,Dharan-03,Service,Business Owner,517000.0,36,9.62,390000.0,733.0,Yes,1,3,No,0
NL206876,2024-02-18,Bhaktapur-03,Trade,Business Owner,950000.0,6,9.4,357000.0,693.0,Yes,2,7,No,0
NL206877,2024-02-18,Birgunj-01,Trade,Self-Employed,222000.0,12,11.11,597000.0,774.0,Yes,2,33,No,0
NL206878,2024-02-18,Birgunj-03,Service,Self-Employed,105000.0,36,13.67,429000.0,510.0,Yes,3,17,No,0
NL206879,2024-02-18,Lalitpur-04,Service,Salaried,212000.0,24,11.38,748000.0,690.0,No,1,22,No,0
NL206880,2024-02-18,Lalitpur-04,Service,Self-Employed,270000.0,6,12.08,520000.0,789.0,No,6,9,Yes,0
NL206881,2024-02-18,Birgunj-03,Manufacturing,Informal,299000.0,36,12.35,290000.0,610.0,Yes,2,16,No,0
NL206882,2024-02-18,Lalitpur-04,Service,Salaried,253000.0,24,12.47,1231000.0,586.0,Yes,0,29,Yes,1
NL206883,2024-02-18,Janakpur-02,Manufacturing,Salaried,462000.0,18,10.79,385000.0,,Yes,0,1,No,0
NL206884,2024-02-18,Birgunj-01,Service,Business Owner,174000.0,36,10.51,689000.0,640.0,Yes,1,15,Yes,0
NL206885,2024-02-19,Dharan-01,Agriculture,Self-Employed,148000.0,18,10.03,217000.0,743.0,Yes,0,3,No,0
NL206886,2024-02-19,Pokhara-04,Manufacturing,Informal,120000.0,24,11.64,,641.0,Yes,0,20,No,0
NL206887,2024-02-19,Bhaktapur-04,Trade,Salaried,346000.0,48,10.85,177000.0,748.0,Yes,1,11,No,0
NL206888,2024-02-19,Biratnagar-04,Manufacturing,Informal,321000.0,12,10.28,1625000.0,686.0,Yes,3,2,No,0
NL206889,2024-02-19,Dharan-01,Agriculture,Business Owner,672000.0,24,10.37,748000.0,729.0,Yes,3,6,No,0
NL206890,2024-02-19,Pokhara-04,Trade,Business Owner,946000.0,12,12.51,427000.0,645.0,No,2,5,No,0
NL206891,2024-02-19,Bhaktapur-04,Manufacturing,Self-Employed,120000.0,60,11.78,697000.0,617.0,No,3,12,No,0
NL206892,2024-02-19,Lalitpur-02,Agriculture,Salaried,302000.0,18,13.93,223000.0,514.0,No,2,13,Yes,1
NL206893,2024-02-19,Birgunj-02,Trade,Salaried,254000.0,48,14.89,,409.0,Yes,0,8,No,0
NL206894,2024-02-19,Butwal-04,Construction,Business Owner,94000.0,18,11.73,776000.0,,Yes,0,1,No,0
NL206895,2024-02-19,Birgunj-02,Service,Salaried,200000.0,36,15.4,698000.0,400.0,No,0,5,No,0
NL206896,2024-02-19,Bhaktapur-03,Agriculture,Salaried,960000.0,36,12.57,487000.0,631.0,No,1,9,No,0
NL206897,2024-02-19,Bhaktapur-02,Construction,Salaried,185000.0,12,11.71,595000.0,703.0,No,1,21,No,0
NL206898,2024-02-19,Pokhara-04,Tourism,Informal,163000.0,36,12.07,956000.0,,No,0,2,No,0
NL206899,2024-02-19,Pokhara-02,Manufacturing,Salaried,285000.0,12,16.56,765000.0,371.0,No,1,0,Yes,1
NL206900,2024-02-19,Bhaktapur-01,Agriculture,Self-Employed,588000.0,6,11.96,153000.0,600.0,Yes,1,18,No,0
NL206901,2024-02-19,Janakpur-02,Trade,Business Owner,236000.0,18,10.5,487000.0,690.0,Yes,4,13,No,0
NL206902,2024-02-19,Pokhara-02,Trade,Informal,326000.0,36,9.97,,759.0,Yes,1,10,No,0
NL206903,2024-02-19,Bhaktapur-03,Construction,Business Owner,53000.0,12,10.86,225000.0,,No,0,0,No,0
NL206904,2024-02-19,Butwal-01,Service,Self-Employed,456000.0,24,12.13,254000.0,638.0,No,2,14,Yes,1
NL206905,2024-02-20,Nepalgunj-01,Agriculture,Salaried,350000.0,36,10.84,1237000.0,683.0,Yes,2,31,Yes,0
NL206906,2024-02-20,Biratnagar-03,Trade,Salaried,576000.0,18,10.22,312000.0,813.0,No,1,10,No,0
NL206907,2024-02-20,Butwal-03,Trade,Salaried,73000.0,12,11.57,376000.0,640.0,No,1,8,No,0
NL206908,2024-02-20,Kathmandu-04,Trade,Self-Employed,236000.0,24,14.28,298000.0,497.0,No,1,22,No,0
NL206909,2024-02-20,Birgunj-02,Service,Self-Employed,611000.0,12,11.42,632000.0,593.0,Yes,1,29,No,0
NL206910,2024-02-20,Kathmandu-03,Trade,Self-Employed,195000.0,6,13.34,581000.0,567.0,No,1,14,No,0
NL206911,2024-02-20,Lalitpur-02,Service,Self-Employed,308000.0,12,12.79,1626000.0,527.0,No,2,5,No,0
NL206912,2024-02-20,Birgunj-04,Tourism,Business Owner,218000.0,18,13.63,351000.0,570.0,No,0,22,No,0
NL206913,2024-02-20,Bhaktapur-01,Agriculture,Salaried,222000.0,36,10.56,676000.0,850.0,Yes,3,49,Yes,0
NL206914,2024-02-20,Kathmandu-02,Agriculture,Informal,712000.0,18,12.56,152000.0,541.0,Yes,0,2,No,0
NL206915,2024-02-20,Lalitpur-04,Trade,Business Owner,102000.0,48,12.24,203000.0,590.0,Yes,1,4,No,0
NL206916,2024-02-20,Dharan-03,Service,Salaried,286000.0,36,10.47,1116000.0,850.0,Yes,1,13,No,0
NL206917,2024-02-20,Birgunj-04,Manufacturing,Self-Employed,358000.0,60,10.61,970000.0,692.0,No,3,2,No,0
NL206918,2024-02-20,Pokhara-04,Trade,Informal,599000.0,36,12.08,644000.0,670.0,No,3,61,No,1
NL206919,2024-02-20,Janakpur-03,Service,Informal,271000.0,6,9.97,,688.0,Yes,1,15,No,0
NL206920,2024-02-20,Pokhara-04,Construction,Self-Employed,613000.0,12,13.0,251000.0,655.0,No,4,3,No,0
NL206921,2024-02-20,Nepalgunj-04,Trade,Salaried,285000.0,18,12.12,1362000.0,592.0,No,0,11,No,0
NL206922,2024-02-20,Pokhara-02,Construction,Informal,324000.0,36,10.7,257000.0,667.0,Yes,3,25,No,0
NL206923,2024-02-20,Kathmandu-02,Trade,Business Owner,315000.0,36,11.07,598000.0,689.0,Yes,0,30,No,0
NL206924,2024-02-21,Lalitpur-01,Trade,Business Owner,485000.0,12,13.58,2727000.0,476.0,Yes,4,8,No,0
NL206925,2024-02-21,Bhaktapur-03,Trade,Salaried,445000.0,36,11.67,283000.0,593.0,Yes,1,11,Yes,1
NL206926,2024-02-21,Lalitpur-04,Construction,Business Owner,129000.0,18,15.5,1128000.0,475.0,No,2,16,Yes,1
NL206927,2024-02-21,Lalitpur-03,Manufacturing,Self-Employed,349000.0,36,13.04,890000.0,551.0,No,2,27,Yes,1
NL206928,2024-02-21,Pokhara-04,Agriculture,Self-Employed,445000.0,18,10.49,351000.0,686.0,Yes,1,8,No,0
NL206929,2024-02-21,Janakpur-04,Service,Business Owner,888000.0,12,11.32,1787000.0,595.0,Yes,1,5,No,0
NL206930,2024-02-21,Bhaktapur-01,Construction,Self-Employed,139000.0,24,11.84,278000.0,613.0,Yes,2,27,No,0
NL206931,2024-02-21,Bhaktapur-02,Manufacturing,Self-Employed,444000.0,60,15.82,478000.0,377.0,Yes,1,15,Yes,1
NL206932,2024-02-21,Janakpur-04,Manufacturing,Business Owner,228000.0,36,13.16,728000.0,508.0,Yes,0,27,No,0
NL206933,2024-02-21,Bhaktapur-01,Agriculture,Business Owner,342000.0,18,12.66,461000.0,526.0,Yes,0,2,Yes,1
NL206934,2024-02-22,Nepalgunj-02,Agriculture,Informal,133000.0,24,14.12,3359000.0,473.0,Yes,1,7,No,0
NL206935,2024-02-22,Butwal-01,Manufacturing,Self-Employed,294000.0,24,11.18,224000.0,654.0,No,2,10,No,0
NL206936,2024-02-22,Janakpur-02,Trade,Salaried,377000.0,6,11.25,1333000.0,644.0,Yes,2,7,No,0
NL206937,2024-02-22,Birgunj-03,Construction,Salaried,143000.0,36,10.77,120000.0,716.0,No,0,2,No,0
NL206938,2024-02-22,Birgunj-04,Trade,Self-Employed,879000.0,12,11.44,120000.0,761.0,No,1,1,No,0
NL206939,2024-02-22,Bhaktapur-02,Tourism,Salaried,93000.0,24,10.15,505000.0,770.0,Yes,0,20,No,0
NL206940,2024-02-22,Birgunj-03,Service,Self-Employed,444000.0,12,11.53,772000.0,674.0,No,1,21,No,0
NL206941,2024-02-22,Butwal-03,Trade,Self-Employed,50000.0,36,11.18,1232000.0,658.0,Yes,1,32,No,0
NL206942,2024-02-22,Janakpur-04,Service,Self-Employed,245000.0,6,11.05,1325000.0,667.0,Yes,0,5,No,0
NL206943,2024-02-22,Kathmandu-04,Manufacturing,Salaried,425000.0,18,12.22,553000.0,,Yes,0,1,No,0
NL206944,2024-02-22,Lalitpur-03,Service,Self-Employed,506000.0,18,10.35,666000.0,666.0,Yes,3,8,No,0
NL206945,2024-02-22,Kathmandu-01,Agriculture,Salaried,274000.0,36,13.31,568000.0,591.0,No,1,2,No,0
NL206946,2024-02-22,Dharan-04,Manufacturing,Self-Employed,247000.0,60,13.92,1259000.0,523.0,No,2,8,No,0
NL206947,2024-02-22,Kathmandu-04,Trade,Salaried,454000.0,12,13.52,227000.0,469.0,Yes,3,5,Yes,1
NL206948,2024-02-22,Janakpur-01,Service,Informal,605000.0,12,15.59,324000.0,410.0,No,2,5,Yes,1
NL206949,2024-02-22,Pokhara-03,Agriculture,Self-Employed,835000.0,24,12.8,831000.0,616.0,No,1,2,No,0
NL206950,2024-02-22,Bhaktapur-04,Construction,Business Owner,113000.0,12,12.29,939000.0,575.0,Yes,3,2,No,0
NL206951,2024-02-22,Janakpur-04,Service,Informal,255000.0,6,11.78,,569.0,Yes,2,13,No,0
NL206952,2024-02-23,Dharan-01,Construction,Informal,57000.0,12,13.48,468000.0,530.0,No,2,1,No,0
NL206953,2024-02-23,Birgunj-02,Trade,Informal,106000.0,12,12.13,359000.0,586.0,Yes,4,0,No,0
NL206954,2024-02-23,Nepalgunj-04,Manufacturing,Salaried,175000.0,24,12.8,756000.0,536.0,Yes,1,3,No,0
NL206955,2024-02-23,Dharan-03,Agriculture,Salaried,567000.0,24,9.6,248000.0,649.0,Yes,1,1,Yes,1
NL206956,2024-02-23,Butwal-02,Service,Business Owner,207000.0,18,10.82,1374000.0,710.0,Yes,2,49,No,0
NL206957,2024-02-23,Pokhara-01,Trade,Self-Employed,239000.0,18,12.03,358000.0,594.0,Yes,1,30,No,1
NL206958,2024-02-23,Janakpur-04,Manufacturing,Self-Employed,371000.0,18,11.51,412000.0,743.0,No,4,2,No,0
NL206959,2024-02-23,Dharan-01,Service,Business Owner,179000.0,48,12.83,779000.0,,Yes,0,4,No,0
NL206960,2024-02-23,Janakpur-02,Trade,Salaried,66000.0,24,15.17,312000.0,457.0,No,1,27,No,0
NL206961,2024-02-23,Janakpur-03,Trade,Salaried,169000.0,36,12.18,240000.0,769.0,No,2,0,No,0
NL206962,2024-02-23,Birgunj-02,Agriculture,Business Owner,271000.0,60,13.22,999000.0,,Yes,0,4,No,0
NL206963,2024-02-23,Pokhara-03,Trade,Self-Employed,421000.0,24,12.1,256000.0,587.0,Yes,2,28,No,0
NL206964,2024-02-23,Janakpur-02,Service,Business Owner,254000.0,48,11.15,574000.0,714.0,Yes,1,75,No,0
NL206965,2024-02-23,Janakpur-04,Tourism,Business Owner,416000.0,12,10.49,496000.0,758.0,Yes,1,17,No,0
NL206966,2024-02-23,Lalitpur-01,Agriculture,Salaried,593000.0,18,11.72,151000.0,625.0,Yes,2,12,No,0
NL206967,2024-02-24,Butwal-02,Service,Salaried,687000.0,36,12.24,,586.0,Yes,1,0,No,0
NL206968,2024-02-24,Butwal-01,Service,Self-Employed,337000.0,12,11.94,609000.0,839.0,No,2,36,No,0
NL206969,2024-02-24,Dharan-02,Trade,Self-Employed,126000.0,24,10.23,1050000.0,727.0,Yes,1,11,No,0
NL206970,2024-02-24,Janakpur-04,Service,Business Owner,117000.0,48,9.86,305000.0,742.0,Yes,3,3,No,0
NL206971,2024-02-24,Bhaktapur-03,Trade,Business Owner,125000.0,60,11.1,282000.0,685.0,No,2,23,No,0
NL206972,2024-02-24,Janakpur-04,Trade,Informal,132000.0,24,12.22,723000.0,697.0,No,1,78,No,0
NL206973,2024-02-24,Butwal-02,Trade,Self-Employed,320000.0,36,11.5,804000.0,664.0,No,2,0,No,0
NL206974,2024-02-24,Kathmandu-04,Manufacturing,Salaried,1221000.0,24,10.84,872000.0,627.0,Yes,0,22,Yes,1
NL206975,2024-02-24,Birgunj-01,Trade,Self-Employed,348000.0,24,14.08,561000.0,464.0,Yes,0,3,No,0
NL206976,2024-02-24,Lalitpur-02,Trade,Salaried,278000.0,18,13.75,352000.0,513.0,No,2,6,Yes,1
NL206977,2024-02-24,Janakpur-03,Construction,Salaried,610000.0,24,10.19,795000.0,704.0,Yes,3,2,No,0
NL206978,2024-02-24,Dharan-03,Trade,Self-Employed,159000.0,18,10.26,464000.0,754.0,Yes,0,12,No,0
NL206979,2024-02-24,Janakpur-01,Agriculture,Self-Employed,648000.0,36,11.46,741000.0,657.0,No,1,19,No,0
NL206980,2024-02-24,Butwal-01,Service,Salaried,613000.0,12,13.4,354000.0,535.0,No,2,12,Yes,1
NL206981,2024-02-25,Pokhara-04,Manufacturing,Business Owner,310000.0,36,10.28,429000.0,659.0,Yes,3,1,No,0
NL206982,2024-02-25,Biratnagar-02,Trade,Business Owner,1426000.0,24,10.19,681000.0,676.0,Yes,2,8,No,0
NL206983,2024-02-25,Janakpur-02,Trade,Salaried,684000.0,12,14.61,137000.0,459.0,Yes,1,12,No,0
NL206984,2024-02-25,Lalitpur-03,Agriculture,Business Owner,307000.0,36,11.17,1121000.0,783.0,No,3,4,No,0
NL206985,2024-02-25,Nepalgunj-04,Service,Salaried,266000.0,24,10.71,,722.0,No,2,2,No,0
NL206986,2024-02-25,Biratnagar-01,Trade,Self-Employed,215000.0,36,12.81,120000.0,539.0,Yes,0,1,No,0
NL206987,2024-02-25,Birgunj-04,Service,Self-Employed,269000.0,12,11.76,543000.0,632.0,Yes,1,5,No,0
NL206988,2024-02-25,Butwal-03,Service,Self-Employed,275000.0,12,13.44,374000.0,608.0,No,1,72,Yes,1
NL206989,2024-02-25,Kathmandu-04,Trade,Business Owner,233000.0,48,9.97,256000.0,762.0,Yes,0,6,No,0
NL206990,2024-02-25,Lalitpur-02,Service,Self-Employed,253000.0,24,11.5,1646000.0,586.0,Yes,0,3,No,0
NL206991,2024-02-25,Lalitpur-03,Service,Salaried,121000.0,18,13.07,822000.0,526.0,Yes,2,7,No,0
NL206992,2024-02-25,Dharan-04,Manufacturing,Self-Employed,194000.0,24,11.34,443000.0,629.0,Yes,0,5,No,0
